long,lat,order,hole,piece,group,id
-117.237990728815,32.7013824970615,100,FALSE,1,0.1,0
-117.237964127868,32.7014096102138,101,FALSE,1,0.1,0
-117.237937509742,32.7014299576874,102,FALSE,1,0.1,0
-117.237903246792,32.7014593396889,103,FALSE,1,0.1,0
-117.237824617137,32.7014797854934,104,FALSE,1,0.1,0
-117.237776006276,32.7015046852875,105,FALSE,1,0.1,0
-117.237750732254,32.7015295397078,106,FALSE,1,0.1,0
-117.237703812545,32.7015634569267,107,FALSE,1,0.1,0
-117.237633256368,32.7016109498776,108,FALSE,1,0.1,0
-117.23754069524,32.7016584837521,109,FALSE,1,0.1,0
-117.23748708843,32.7016856480514,110,FALSE,1,0.1,0
-117.237432534714,32.7017331101263,111,FALSE,1,0.1,0
-117.237410650017,32.7017782555069,112,FALSE,1,0.1,0
-117.237400136342,32.7018369108886,113,FALSE,1,0.1,0
-117.237399821062,32.7019699671368,114,FALSE,1,0.1,0
-117.237399411995,32.7020669416177,115,FALSE,1,0.1,0
-117.237380949857,32.7021459084781,116,FALSE,1,0.1,0
-117.237337423082,32.7022023709267,117,FALSE,1,0.1,0
-117.237287537024,32.7022498244183,118,FALSE,1,0.1,0
-117.237232662225,32.7023017977096,119,FALSE,1,0.1,0
-117.237176102247,32.7023470078352,120,FALSE,1,0.1,0
-117.237121560076,32.7023989811186,121,FALSE,1,0.1,0
-117.237020210238,32.7025277187627,122,FALSE,1,0.1,0
-117.236964055373,32.7025999905912,123,FALSE,1,0.1,0
-117.23689565281,32.702706113718,124,FALSE,1,0.1,0
-117.236827280324,32.7028235129157,125,FALSE,1,0.1,0
-117.23674832192,32.7029725047355,126,FALSE,1,0.1,0
-117.236706098304,32.7030176882939,127,FALSE,1,0.1,0
-117.236620315677,32.7031080579351,128,FALSE,1,0.1,0
-117.236546846074,32.7031893836757,129,FALSE,1,0.1,0
-117.236462392346,32.7032774954191,130,FALSE,1,0.1,0
-117.236373721683,32.7034107191819,131,FALSE,1,0.1,0
-117.236322613814,32.7035010231615,132,FALSE,1,0.1,0
-117.236294833327,32.7035867724819,133,FALSE,1,0.1,0
-117.236247113502,32.7036973675014,134,FALSE,1,0.1,0
-117.236222732093,32.7038079174287,135,FALSE,1,0.1,0
-117.236222332722,32.7039094023633,136,FALSE,1,0.1,0
-117.236220360758,32.7040469724728,137,FALSE,1,0.1,0
-117.236215335454,32.7041642524381,138,FALSE,1,0.1,0
-117.236213346442,32.7042950568746,139,FALSE,1,0.1,0
-117.236214321362,32.7044123249242,140,FALSE,1,0.1,0
-117.236220733595,32.7045679215439,141,FALSE,1,0.1,0
-117.236234813106,32.7047235037359,142,FALSE,1,0.1,0
-117.236269208277,32.7048700259073,143,FALSE,1,0.1,0
-117.236314552644,32.7049962315995,144,FALSE,1,0.1,0
-117.236361474655,32.7050886064265,145,FALSE,1,0.1,0
-117.236407628601,32.7051426432792,146,FALSE,1,0.1,0
-117.236437726028,32.7051764146363,147,FALSE,1,0.1,0
-117.236447484713,32.7052102242407,148,FALSE,1,0.1,0
-117.236443298088,32.705266612432,149,FALSE,1,0.1,0
-117.236434462409,32.7053297738645,150,FALSE,1,0.1,0
-117.236425567412,32.7053703839709,151,FALSE,1,0.1,0
-117.236410420655,32.7054425790912,152,FALSE,1,0.1,0
-117.2364138793,32.7054899319378,153,FALSE,1,0.1,0
-117.236449412176,32.7055620309698,154,FALSE,1,0.1,0
-117.236460796694,32.7055800505965,155,FALSE,1,0.1,0
-117.236489589187,32.7056251006164,156,FALSE,1,0.1,0
-117.236520072858,32.7056791671993,157,FALSE,1,0.1,0
-117.236544287792,32.7057580540236,158,FALSE,1,0.1,0
-117.236565483394,32.7058301802516,159,FALSE,1,0.1,0
-117.23659006137,32.7059203414166,160,FALSE,1,0.1,0
-117.236621021924,32.706028531549,161,FALSE,1,0.1,0
-117.236657007763,32.7061457341101,162,FALSE,1,0.1,0
-117.236693071207,32.706292253653,163,FALSE,1,0.1,0
-117.236707991155,32.7063869430978,164,FALSE,1,0.1,0
-117.23671686239,32.7064636036083,165,FALSE,1,0.1,0
-117.236725418999,32.7065470288397,166,FALSE,1,0.1,0
-117.236737386128,32.7066597660362,167,FALSE,1,0.1,0
-117.236752598764,32.7067386689485,168,FALSE,1,0.1,0
-117.23675815417,32.7068221010599,169,FALSE,1,0.1,0
-117.236776582078,32.7071084757394,170,FALSE,1,0.1,0
-117.236806966409,32.7075030771587,171,FALSE,1,0.1,0
-117.236815879105,32.7075955233255,172,FALSE,1,0.1,0
-117.236816814658,32.7076970048108,173,FALSE,1,0.1,0
-117.236820226288,32.7077263158646,174,FALSE,1,0.1,0
-117.236836284492,32.707746582188,175,FALSE,1,0.1,0
-117.236858683071,32.7077690918173,176,FALSE,1,0.1,0
-117.236887114523,32.7078028655865,177,FALSE,1,0.1,0
-117.236889216111,32.7078412000885,178,FALSE,1,0.1,0
-117.236877409434,32.7079156436508,179,FALSE,1,0.1,0
-117.236849567613,32.707978841789,180,FALSE,1,0.1,0
-117.236806508415,32.7080871724144,181,FALSE,1,0.1,0
-117.236753843982,32.7082203283396,182,FALSE,1,0.1,0
-117.236682901228,32.7083760704708,183,FALSE,1,0.1,0
-117.23659768569,32.7085566463483,184,FALSE,1,0.1,0
-117.236564348764,32.7086852551538,185,FALSE,1,0.1,0
-117.236582127452,32.708725815101,186,FALSE,1,0.1,0
-117.236623210831,32.7087528003585,187,FALSE,1,0.1,0
-117.236666307213,32.7087842917607,188,FALSE,1,0.1,0
-117.236696369711,32.7088045317255,189,FALSE,1,0.1,0
-117.236709106055,32.7088293144461,190,FALSE,1,0.1,0
-117.236707039087,32.7089308019232,191,FALSE,1,0.1,0
-117.236691856744,32.7089894657446,192,FALSE,1,0.1,0
-117.236675030423,32.709057152978,193,FALSE,1,0.1,0
-117.236648891422,32.7091338789874,194,FALSE,1,0.1,0
-117.236635333759,32.7091767528293,195,FALSE,1,0.1,0
-117.236618483197,32.7092354200684,196,FALSE,1,0.1,0
-117.236608039547,32.7093211371682,197,FALSE,1,0.1,0
-117.236597935757,32.7094091086222,198,FALSE,1,0.1,0
-117.236584478608,32.7094903203505,199,FALSE,1,0.1,0
-117.236568057388,32.7095850693773,200,FALSE,1,0.1,0
-117.236558017856,32.7096978482894,201,FALSE,1,0.1,0
-117.236547145915,32.7098737733179,202,FALSE,1,0.1,0
-117.236545127069,32.7099933025728,203,FALSE,1,0.1,0
-117.236551080641,32.7101015403937,204,FALSE,1,0.1,0
-117.236556660226,32.7101939925095,205,FALSE,1,0.1,0
-117.236567388925,32.7103428149549,206,FALSE,1,0.1,0
-117.236588978851,32.7104374925518,207,FALSE,1,0.1,0
-117.23660218609,32.7105141436434,208,FALSE,1,0.1,0
-117.236606240213,32.7105344329924,209,FALSE,1,0.1,0
-117.236617738099,32.7105953018462,210,FALSE,1,0.1,0
-117.236621120624,32.7106133367884,211,FALSE,1,0.1,0
-117.236645955269,32.7106741801007,212,FALSE,1,0.1,0
-117.236652665949,32.7106899538854,213,FALSE,1,0.1,0
-117.236672802971,32.7107395295664,214,FALSE,1,0.1,0
-117.236687998127,32.710811667731,215,FALSE,1,0.1,0
-117.236695524439,32.7108838194581,216,FALSE,1,0.1,0
-117.236697990088,32.7109334292103,217,FALSE,1,0.1,0
-117.236691493796,32.7109988416502,218,FALSE,1,0.1,0
-117.236676417753,32.7110980985889,219,FALSE,1,0.1,0
-117.236668194953,32.7111409622155,220,FALSE,1,0.1,0
-117.236636303844,32.7111861261864,221,FALSE,1,0.1,0
-117.236608872158,32.7112786413068,222,FALSE,1,0.1,0
-117.236597070827,32.7113553400718,223,FALSE,1,0.1,0
-117.236587222093,32.7114139936752,224,FALSE,1,0.1,0
-117.236562767548,32.7114974819208,225,FALSE,1,0.1,0
-117.236554807073,32.7115132828991,226,FALSE,1,0.1,0
-117.236513584723,32.7115607199428,227,FALSE,1,0.1,0
-117.236460811194,32.7116532817379,228,FALSE,1,0.1,0
-117.236380510996,32.71180227591,229,FALSE,1,0.1,0
-117.236299465439,32.7119219538645,230,FALSE,1,0.1,0
-117.236189160471,32.7120732591792,231,FALSE,1,0.1,0
-117.236063242553,32.7122471463472,232,FALSE,1,0.1,0
-117.235924659783,32.7124233114496,233,FALSE,1,0.1,0
-117.235811382191,32.7125858985001,234,FALSE,1,0.1,0
-117.235703057417,32.7127304343541,235,FALSE,1,0.1,0
-117.235601016014,32.7128546612371,236,FALSE,1,0.1,0
-117.235540816409,32.7129134096335,237,FALSE,1,0.1,0
-117.23543101533,32.7130038233353,238,FALSE,1,0.1,0
-117.235313599067,32.7131145483214,239,FALSE,1,0.1,0
-117.23519613445,32.7132072314164,240,FALSE,1,0.1,0
-117.235134909811,32.7132569604055,241,FALSE,1,0.1,0
-117.235074012952,32.7133044332789,242,FALSE,1,0.1,0
-117.234989845911,32.7133790127437,243,FALSE,1,0.1,0
-117.234892679278,32.7134558709787,244,FALSE,1,0.1,0
-117.234773903393,32.7135575771026,245,FALSE,1,0.1,0
-117.234658040978,32.7136254497308,246,FALSE,1,0.1,0
-117.234548833935,32.7136887991568,247,FALSE,1,0.1,0
-117.234415642853,32.7137612140234,248,FALSE,1,0.1,0
-117.234249457113,32.7138404567881,249,FALSE,1,0.1,0
-117.234155893838,32.7138925002481,250,FALSE,1,0.1,0
-117.234026024485,32.7139603983824,251,FALSE,1,0.1,0
-117.233965769292,32.7139988490089,252,FALSE,1,0.1,0
-117.233864255385,32.7140712044149,253,FALSE,1,0.1,0
-117.233796044823,32.7141277118882,254,FALSE,1,0.1,0
-117.23367692203,32.7142249064618,255,FALSE,1,0.1,0
-117.233576805486,32.7143220665702,256,FALSE,1,0.1,0
-117.233475027514,32.7144214842937,257,FALSE,1,0.1,0
-117.233370225001,32.7145118869319,258,FALSE,1,0.1,0
-117.233276401961,32.7145932484953,259,FALSE,1,0.1,0
-117.233260777393,32.7146113187376,260,FALSE,1,0.1,0
-117.233198608667,32.7146836006667,261,FALSE,1,0.1,0
-117.233155435589,32.7147513369235,262,FALSE,1,0.1,0
-117.233097959207,32.7148326304295,263,FALSE,1,0.1,0
-117.233058407632,32.7148823181666,264,FALSE,1,0.1,0
-117.233040470813,32.7149094134634,265,FALSE,1,0.1,0
-117.233030860085,32.7149319832532,266,FALSE,1,0.1,0
-117.233021236382,32.7149500426053,267,FALSE,1,0.1,0
-117.233021324592,32.7149838709537,268,FALSE,1,0.1,0
-117.233075853273,32.7150514253624,269,FALSE,1,0.1,0
-117.233144715084,32.7151166976907,270,FALSE,1,0.1,0
-117.233251269481,32.7151864099727,271,FALSE,1,0.1,0
-117.233342431937,32.7152358545757,272,FALSE,1,0.1,0
-117.233449566001,32.7152717384248,273,FALSE,1,0.1,0
-117.233507944348,32.7152806501729,274,FALSE,1,0.1,0
-117.233566274991,32.715271521014,275,FALSE,1,0.1,0
-117.233694765562,32.7151855840992,276,FALSE,1,0.1,0
-117.233931299527,32.7149731554877,277,FALSE,1,0.1,0
-117.234131608701,32.7148081525218,278,FALSE,1,0.1,0
-117.234249064604,32.7147109599915,279,FALSE,1,0.1,0
-117.234475751457,32.7145594389821,280,FALSE,1,0.1,0
-117.234651555686,32.7144598821118,281,FALSE,1,0.1,0
-117.234789690217,32.7143649054779,282,FALSE,1,0.1,0
-117.234906864937,32.7142880092856,283,FALSE,1,0.1,0
-117.234995969449,32.7141886140355,284,FALSE,1,0.1,0
-117.235050174315,32.7141321329939,285,FALSE,1,0.1,0
-117.235115061778,32.714080142067,286,FALSE,1,0.1,0
-117.235213341409,32.7140461294162,287,FALSE,1,0.1,0
-117.235347353059,32.7140323468683,288,FALSE,1,0.1,0
-117.235432710148,32.7140299317193,289,FALSE,1,0.1,0
-117.235535121846,32.714045526094,290,FALSE,1,0.1,0
-117.235637269795,32.7140881821318,291,FALSE,1,0.1,0
-117.235712725258,32.714124123301,292,FALSE,1,0.1,0
-117.235781880006,32.7141736076347,293,FALSE,1,0.1,0
-117.235831712568,32.714229894065,294,FALSE,1,0.1,0
-117.235869219393,32.7142907137994,295,FALSE,1,0.1,0
-117.23589403152,32.7143425363708,296,FALSE,1,0.1,0
-117.235911127373,32.7143763315659,297,FALSE,1,0.1,0
-117.235918855728,32.7143988693823,298,FALSE,1,0.1,0
-117.235885658049,32.714581601579,299,FALSE,1,0.1,0
-117.235847231971,32.7146786473207,300,FALSE,1,0.1,0
-117.235803817407,32.7147802128058,301,FALSE,1,0.1,0
-117.235750755519,32.7148908169509,302,FALSE,1,0.1,0
-117.235689761586,32.7150284981185,303,FALSE,1,0.1,0
-117.235636997152,32.7151255700151,304,FALSE,1,0.1,0
-117.23559358106,32.7152271354359,305,FALSE,1,0.1,0
-117.235539226358,32.7153535276954,306,FALSE,1,0.1,0
-117.235508469884,32.7154505589313,307,FALSE,1,0.1,0
-117.235487031744,32.7155408066997,308,FALSE,1,0.1,0
-117.235459609515,32.7156378311191,309,FALSE,1,0.1,0
-117.235438458109,32.7157100371277,310,FALSE,1,0.1,0
-117.235407952157,32.7157754952523,311,FALSE,1,0.1,0
-117.235374355467,32.7158071309682,312,FALSE,1,0.1,0
-117.235354061271,32.7158252099304,313,FALSE,1,0.1,0
-117.235323793984,32.7158545845022,314,FALSE,1,0.1,0
-117.235315540039,32.7158861728328,315,FALSE,1,0.1,0
-117.235302928195,32.7159087478433,316,FALSE,1,0.1,0
-117.235272630816,32.7159268462894,317,FALSE,1,0.1,0
-117.23524074327,32.7159742651281,318,FALSE,1,0.1,0
-117.235237217078,32.716028396346,319,FALSE,1,0.1,0
-117.235235347124,32.7160780137113,320,FALSE,1,0.1,0
-117.235223847788,32.7161434362802,321,FALSE,1,0.1,0
-117.235177346093,32.7162134343746,322,FALSE,1,0.1,0
-117.235105632443,32.7163330937809,323,FALSE,1,0.1,0
-117.235035265005,32.7164572610494,324,FALSE,1,0.1,0
-117.234928566465,32.7165882614979,325,FALSE,1,0.1,0
-117.234805904193,32.7167350788263,326,FALSE,1,0.1,0
-117.234695870562,32.7168660858607,327,FALSE,1,0.1,0
-117.234565549039,32.7170174277462,328,FALSE,1,0.1,0
-117.234468472772,32.7171303683249,329,FALSE,1,0.1,0
-117.234446190049,32.7171529618251,330,FALSE,1,0.1,0
-117.23436036847,32.7172343090316,331,FALSE,1,0.1,0
-117.234271213368,32.7173156629419,332,FALSE,1,0.1,0
-117.234179347389,32.717381234392,333,FALSE,1,0.1,0
-117.234087131612,32.7174400418508,334,FALSE,1,0.1,0
-117.234059829112,32.717455878862,335,FALSE,1,0.1,0
-117.234015876165,32.7174807678963,336,FALSE,1,0.1,0
-117.234001572643,32.7174943261678,337,FALSE,1,0.1,0
-117.23394930147,32.7175259959546,338,FALSE,1,0.1,0
-117.233904985781,32.7175396096871,339,FALSE,1,0.1,0
-117.233857651588,32.7175464636366,340,FALSE,1,0.1,0
-117.233799312431,32.7175533377195,341,FALSE,1,0.1,0
-117.233772343723,32.7175691747092,342,FALSE,1,0.1,0
-117.233700532629,32.7176527506314,343,FALSE,1,0.1,0
-117.233629019464,32.717722794316,344,FALSE,1,0.1,0
-117.233486555345,32.7178222885212,345,FALSE,1,0.1,0
-117.233362717682,32.7179037055085,346,FALSE,1,0.1,0
-117.233223493189,32.7179671099911,347,FALSE,1,0.1,0
-117.23307293663,32.7180327904754,348,FALSE,1,0.1,0
-117.232943054391,32.718098432254,349,FALSE,1,0.1,0
-117.232754874996,32.7181867340366,350,FALSE,1,0.1,0
-117.232580664154,32.7182614782918,351,FALSE,1,0.1,0
-117.232325819926,32.7183611792545,352,FALSE,1,0.1,0
-117.232117244168,32.7184292206306,353,FALSE,1,0.1,0
-117.231963626152,32.7184723542929,354,FALSE,1,0.1,0
-117.231796008215,32.7185177679095,355,FALSE,1,0.1,0
-117.231661743,32.7185653749049,356,FALSE,1,0.1,0
-117.231607779448,32.7185880261594,357,FALSE,1,0.1,0
-117.231533497663,32.7186197357262,358,FALSE,1,0.1,0
-117.231478229173,32.7186536655425,359,FALSE,1,0.1,0
-117.231406638743,32.7186943918285,360,FALSE,1,0.1,0
-117.231359349935,32.7187192857098,361,FALSE,1,0.1,0
-117.231270728359,32.7187510217445,362,FALSE,1,0.1,0
-117.231207732159,32.7187624142312,363,FALSE,1,0.1,0
-117.231183733704,32.7187669687038,364,FALSE,1,0.1,0
-117.231093714793,32.7187739005437,365,FALSE,1,0.1,0
-117.231030694939,32.7187762711464,366,FALSE,1,0.1,0
-117.230970688571,32.7187831472253,367,FALSE,1,0.1,0
-117.230931011232,32.7187854754958,368,FALSE,1,0.1,0
-117.230891661876,32.7187855485807,369,FALSE,1,0.1,0
-117.230844595793,32.7187675930691,370,FALSE,1,0.1,0
-117.230817556512,32.7187563676304,371,FALSE,1,0.1,0
-117.230795822297,32.7187338552109,372,FALSE,1,0.1,0
-117.230777079058,32.7187068274004,373,FALSE,1,0.1,0
-117.230771011931,32.7186820316077,374,FALSE,1,0.1,0
-117.230813954041,32.7186526349277,375,FALSE,1,0.1,0
-117.230685313821,32.71855364326,376,FALSE,1,0.1,0
-117.230664626318,32.7185491709663,377,FALSE,1,0.1,0
-117.2306363282,32.7185672649881,378,FALSE,1,0.1,0
-117.230585635153,32.7185651025617,379,FALSE,1,0.1,0
-117.23052588623,32.718542660576,380,FALSE,1,0.1,0
-117.230466131451,32.7185179633386,381,FALSE,1,0.1,0
-117.230363957335,32.718466282121,382,FALSE,1,0.1,0
-117.230240025827,32.7183830674096,383,FALSE,1,0.1,0
-117.230108432002,32.7183021227462,384,FALSE,1,0.1,0
-117.230045313646,32.7182661549477,385,FALSE,1,0.1,0
-117.229984219953,32.7182392047332,386,FALSE,1,0.1,0
-117.229913402844,32.7181919757016,387,FALSE,1,0.1,0
-117.229853941259,32.7181514916594,388,FALSE,1,0.1,0
-117.22977516307,32.7181200630883,389,FALSE,1,0.1,0
-117.229705772326,32.7181089141362,390,FALSE,1,0.1,0
-117.229622658146,32.7180774937604,391,FALSE,1,0.1,0
-117.22958493049,32.7180595213125,392,FALSE,1,0.1,0
-117.229536175457,32.7180325486258,393,FALSE,1,0.1,0
-117.229478059233,32.7179965723745,394,FALSE,1,0.1,0
-117.229424652947,32.7179763726335,395,FALSE,1,0.1,0
-117.229320542325,32.7179495012805,396,FALSE,1,0.1,0
-117.229206031183,32.717897841327,397,FALSE,1,0.1,0
-117.22917294224,32.7178685844347,398,FALSE,1,0.1,0
-117.229140147288,32.7178235401167,399,FALSE,1,0.1,0
-117.229113717743,32.717789761282,400,FALSE,1,0.1,0
-117.229094985847,32.7177672427695,401,FALSE,1,0.1,0
-117.229050635262,32.7177673243129,402,FALSE,1,0.1,0
-117.229031385602,32.717803442398,403,FALSE,1,0.1,0
-117.229002300034,32.7179049791486,404,FALSE,1,0.1,0
-117.228930249667,32.7180268910305,405,FALSE,1,0.1,0
-117.228884053533,32.7180878650086,406,FALSE,1,0.1,0
-117.228857157627,32.7181330179384,407,FALSE,1,0.1,0
-117.228826599192,32.7181804326549,408,FALSE,1,0.1,0
-117.228805723026,32.7182323405788,409,FALSE,1,0.1,0
-117.228779874331,32.7182955327465,410,FALSE,1,0.1,0
-117.228740024717,32.7183610056178,411,FALSE,1,0.1,0
-117.228627238471,32.7184626951671,412,FALSE,1,0.1,0
-117.228527129048,32.7185666159549,413,FALSE,1,0.1,0
-117.228444290645,32.7186434437234,414,FALSE,1,0.1,0
-117.228357065614,32.718699981755,415,FALSE,1,0.1,0
-117.228252828317,32.7187542965905,416,FALSE,1,0.1,0
-117.228166965563,32.7188221081435,417,FALSE,1,0.1,0
-117.228114420658,32.718878583766,418,FALSE,1,0.1,0
-117.228098189534,32.718921461606,419,FALSE,1,0.1,0
-117.228090284064,32.7189598142809,420,FALSE,1,0.1,0
-117.228105693094,32.718986848195,421,FALSE,1,0.1,0
-117.228119772464,32.7190161407074,422,FALSE,1,0.1,0
-117.228114558106,32.7190635084493,423,FALSE,1,0.1,0
-117.228076341025,32.719115447359,424,FALSE,1,0.1,0
-117.228031776054,32.7191628881817,425,FALSE,1,0.1,0
-117.227932993756,32.7192645507999,426,FALSE,1,0.1,0
-117.227826834783,32.7193504407496,427,FALSE,1,0.1,0
-117.227702804942,32.7194904878187,428,FALSE,1,0.1,0
-117.227632360609,32.7195898443202,429,FALSE,1,0.1,0
-117.227547939299,32.719700501338,430,FALSE,1,0.1,0
-117.227443141858,32.7197976646221,431,FALSE,1,0.1,0
-117.227370225787,32.7198429005708,432,FALSE,1,0.1,0
-117.227287908884,32.7198633470949,433,FALSE,1,0.1,0
-117.227204218989,32.7198680085402,434,FALSE,1,0.1,0
-117.227097122486,32.7198479058245,435,FALSE,1,0.1,0
-117.226842431801,32.7197491385919,436,FALSE,1,0.1,0
-117.226633380306,32.7196322468488,437,FALSE,1,0.1,0
-117.226422968134,32.7195040810673,438,FALSE,1,0.1,0
-117.226372862543,32.7194703438998,439,FALSE,1,0.1,0
-117.226319732165,32.7194275915449,440,FALSE,1,0.1,0
-117.226255286949,32.719393879468,441,FALSE,1,0.1,0
-117.226181480765,32.7193511644634,442,FALSE,1,0.1,0
-117.226107347609,32.7193107045666,443,FALSE,1,0.1,0
-117.226054223229,32.7192702073207,444,FALSE,1,0.1,0
-117.226008785794,32.7192364610192,445,FALSE,1,0.1,0
-117.225960013889,32.7192027212483,446,FALSE,1,0.1,0
-117.225936591548,32.7191711912462,447,FALSE,1,0.1,0
-117.225933550526,32.7191554103917,448,FALSE,1,0.1,0
-117.225925824307,32.7191328719468,449,FALSE,1,0.1,0
-117.2259184136,32.7191035679037,450,FALSE,1,0.1,0
-117.225907351825,32.7190810360122,451,FALSE,1,0.1,0
